retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,metro_label,date,sub_region_2
14.0,8.0,54.0,-67.0,10.0,1,2021-05-31,Washington County
17.0,20.0,41.0,-29.0,3.0,1,2021-06-01,Washington County
13.0,11.0,41.0,-30.0,3.0,1,2021-06-02,Washington County
7.0,10.0,55.0,-30.0,4.0,1,2021-06-03,Washington County
5.0,3.0,67.0,-32.0,3.0,1,2021-06-04,Washington County
4.0,5.0,68.0,-11.0,-3.0,1,2021-06-05,Washington County
14.0,5.0,75.0,-1.0,-1.0,1,2021-06-06,Washington County
11.0,8.0,53.0,-30.0,3.0,1,2021-06-07,Washington County
12.0,12.0,45.0,-30.0,3.0,1,2021-06-08,Washington County
9.0,10.0,34.0,-32.0,3.0,1,2021-06-09,Washington County
8.0,9.0,59.0,-31.0,4.0,1,2021-06-10,Washington County
2.0,1.0,68.0,-34.0,6.0,1,2021-06-11,Washington County
3.0,6.0,82.0,-18.0,-2.0,1,2021-06-12,Washington County
16.0,5.0,93.0,-6.0,-1.0,1,2021-06-13,Washington County
14.0,7.0,69.0,-30.0,1.0,1,2021-06-14,Washington County
14.0,15.0,52.0,-27.0,1.0,1,2021-06-15,Washington County
14.0,9.0,46.0,-32.0,2.0,1,2021-06-16,Washington County
12.0,10.0,56.0,-31.0,1.0,1,2021-06-17,Washington County
8.0,-1.0,72.0,-36.0,3.0,1,2021-06-18,Washington County
4.0,7.0,72.0,-20.0,-3.0,1,2021-06-19,Washington County
18.0,8.0,80.0,-10.0,-3.0,1,2021-06-20,Washington County
14.0,5.0,61.0,-32.0,2.0,1,2021-06-21,Washington County
10.0,9.0,51.0,-31.0,4.0,1,2021-06-22,Washington County
8.0,0.0,46.0,-33.0,2.0,1,2021-06-23,Washington County
5.0,5.0,60.0,-32.0,2.0,1,2021-06-24,Washington County
5.0,1.0,77.0,-33.0,2.0,1,2021-06-25,Washington County
3.0,6.0,78.0,-13.0,-3.0,1,2021-06-26,Washington County
14.0,7.0,99.0,-11.0,-1.0,1,2021-06-27,Washington County
14.0,8.0,64.0,-32.0,0.0,1,2021-06-28,Washington County
12.0,15.0,51.0,-32.0,2.0,1,2021-06-29,Washington County
11.0,14.0,42.0,-32.0,2.0,1,2021-06-30,Washington County
13.0,19.0,56.0,-32.0,3.0,1,2021-07-01,Washington County
17.0,20.0,87.0,-35.0,4.0,1,2021-07-02,Washington County
6.0,24.0,63.0,-20.0,-4.0,1,2021-07-03,Washington County
3.0,12.0,34.0,-9.0,-3.0,1,2021-07-04,Washington County
19.0,12.0,64.0,-65.0,10.0,1,2021-07-05,Washington County
16.0,22.0,40.0,-32.0,3.0,1,2021-07-06,Washington County
11.0,17.0,40.0,-33.0,4.0,1,2021-07-07,Washington County
9.0,13.0,52.0,-33.0,4.0,1,2021-07-08,Washington County
5.0,3.0,72.0,-32.0,5.0,1,2021-07-09,Washington County
5.0,10.0,82.0,-15.0,-2.0,1,2021-07-10,Washington County
16.0,10.0,95.0,-7.0,-1.0,1,2021-07-11,Washington County
11.0,7.0,56.0,-32.0,3.0,1,2021-07-12,Washington County
11.0,15.0,53.0,-30.0,3.0,1,2021-07-13,Washington County
11.0,14.0,41.0,-33.0,3.0,1,2021-07-14,Washington County
12.0,19.0,52.0,-31.0,2.0,1,2021-07-15,Washington County
5.0,8.0,69.0,-32.0,3.0,1,2021-07-16,Washington County
6.0,15.0,74.0,-18.0,-1.0,1,2021-07-17,Washington County
13.0,6.0,82.0,-6.0,1.0,1,2021-07-18,Washington County
11.0,11.0,64.0,-31.0,2.0,1,2021-07-19,Washington County
11.0,18.0,50.0,-31.0,3.0,1,2021-07-20,Washington County
8.0,14.0,33.0,-33.0,3.0,1,2021-07-21,Washington County
6.0,12.0,55.0,-30.0,2.0,1,2021-07-22,Washington County
6.0,4.0,69.0,-31.0,4.0,1,2021-07-23,Washington County
5.0,9.0,87.0,-20.0,-3.0,1,2021-07-24,Washington County
18.0,11.0,76.0,-6.0,0.0,1,2021-07-25,Washington County
15.0,14.0,65.0,-33.0,3.0,1,2021-07-26,Washington County
14.0,20.0,53.0,-32.0,4.0,1,2021-07-27,Washington County
12.0,14.0,46.0,-33.0,3.0,1,2021-07-28,Washington County
10.0,17.0,53.0,-32.0,2.0,1,2021-07-29,Washington County
13.0,14.0,73.0,-33.0,3.0,1,2021-07-30,Washington County
12.0,14.0,80.0,-16.0,-3.0,1,2021-07-31,Washington County
23.0,15.0,97.0,-8.0,1.0,1,2021-08-01,Washington County
17.0,17.0,56.0,-31.0,3.0,1,2021-08-02,Washington County
17.0,28.0,54.0,-31.0,3.0,1,2021-08-03,Washington County
12.0,19.0,33.0,-32.0,3.0,1,2021-08-04,Washington County
10.0,21.0,58.0,-30.0,1.0,1,2021-08-05,Washington County
9.0,9.0,60.0,-33.0,3.0,1,2021-08-06,Washington County
11.0,20.0,75.0,-19.0,-1.0,1,2021-08-07,Washington County
23.0,21.0,89.0,-12.0,-1.0,1,2021-08-08,Washington County
12.0,24.0,60.0,-30.0,2.0,1,2021-08-09,Washington County
8.0,25.0,43.0,-28.0,3.0,1,2021-08-10,Washington County
11.0,19.0,41.0,-30.0,3.0,1,2021-08-11,Washington County
12.0,15.0,41.0,-30.0,3.0,1,2021-08-12,Washington County
8.0,7.0,63.0,-29.0,4.0,1,2021-08-13,Washington County
8.0,13.0,78.0,-18.0,0.0,1,2021-08-14,Washington County
17.0,13.0,76.0,-8.0,1.0,1,2021-08-15,Washington County
16.0,18.0,64.0,-32.0,4.0,1,2021-08-16,Washington County
3.0,12.0,40.0,-31.0,6.0,1,2021-08-17,Washington County
8.0,13.0,38.0,-30.0,3.0,1,2021-08-18,Washington County
2.0,14.0,50.0,-29.0,3.0,1,2021-08-19,Washington County
1.0,5.0,63.0,-28.0,4.0,1,2021-08-20,Washington County
4.0,13.0,73.0,-17.0,-1.0,1,2021-08-21,Washington County
9.0,7.0,76.0,-11.0,1.0,1,2021-08-22,Washington County
7.0,10.0,55.0,-28.0,2.0,1,2021-08-23,Washington County
4.0,18.0,49.0,-27.0,2.0,1,2021-08-24,Washington County
3.0,16.0,46.0,-29.0,3.0,1,2021-08-25,Washington County
1.0,13.0,42.0,-27.0,3.0,1,2021-08-26,Washington County
-3.0,4.0,55.0,-27.0,4.0,1,2021-08-27,Washington County
-5.0,14.0,60.0,-18.0,0.0,1,2021-08-28,Washington County
9.0,10.0,63.0,-4.0,1.0,1,2021-08-29,Washington County
6.0,13.0,47.0,-27.0,4.0,1,2021-08-30,Washington County
4.0,12.0,40.0,-27.0,6.0,1,2021-08-31,Washington County
4.0,15.0,38.0,-29.0,6.0,1,2021-09-01,Washington County
7.0,19.0,35.0,-26.0,2.0,1,2021-09-02,Washington County
11.0,11.0,61.0,-29.0,3.0,1,2021-09-03,Washington County
3.0,18.0,43.0,-21.0,0.0,1,2021-09-04,Washington County
14.0,16.0,31.0,-10.0,1.0,1,2021-09-05,Washington County
13.0,6.0,55.0,-68.0,12.0,1,2021-09-06,Washington County
6.0,22.0,25.0,-25.0,3.0,1,2021-09-07,Washington County
6.0,16.0,35.0,-28.0,3.0,1,2021-09-08,Washington County
2.0,13.0,46.0,-27.0,3.0,1,2021-09-09,Washington County
-1.0,3.0,50.0,-26.0,4.0,1,2021-09-10,Washington County
-2.0,3.0,38.0,-19.0,0.0,1,2021-09-11,Washington County
10.0,8.0,62.0,-5.0,1.0,1,2021-09-12,Washington County
15.0,9.0,51.0,-26.0,2.0,1,2021-09-13,Washington County
15.0,18.0,46.0,-25.0,2.0,1,2021-09-14,Washington County
14.0,8.0,32.0,-26.0,3.0,1,2021-09-15,Washington County
12.0,14.0,46.0,-27.0,2.0,1,2021-09-16,Washington County
15.0,4.0,59.0,-29.0,2.0,1,2021-09-17,Washington County
8.0,10.0,52.0,-21.0,-2.0,1,2021-09-18,Washington County
12.0,14.0,63.0,-10.0,0.0,1,2021-09-19,Washington County
4.0,9.0,50.0,-26.0,3.0,1,2021-09-20,Washington County
0.0,16.0,43.0,-25.0,5.0,1,2021-09-21,Washington County
-1.0,10.0,30.0,-24.0,5.0,1,2021-09-22,Washington County
0.0,10.0,44.0,-24.0,3.0,1,2021-09-23,Washington County
1.0,3.0,51.0,-26.0,2.0,1,2021-09-24,Washington County
1.0,3.0,50.0,-14.0,-2.0,1,2021-09-25,Washington County
8.0,9.0,64.0,-4.0,1.0,1,2021-09-26,Washington County
4.0,8.0,43.0,-22.0,2.0,1,2021-09-27,Washington County
4.0,15.0,57.0,-22.0,2.0,1,2021-09-28,Washington County
3.0,16.0,36.0,-24.0,2.0,1,2021-09-29,Washington County
4.0,15.0,49.0,-24.0,1.0,1,2021-09-30,Washington County
9.0,10.0,66.0,-24.0,1.0,1,2021-10-01,Washington County
0.0,9.0,52.0,-19.0,-2.0,1,2021-10-02,Washington County
11.0,10.0,78.0,-8.0,1.0,1,2021-10-03,Washington County
10.0,15.0,55.0,-25.0,3.0,1,2021-10-04,Washington County
9.0,17.0,46.0,-23.0,3.0,1,2021-10-05,Washington County
4.0,8.0,42.0,-24.0,3.0,1,2021-10-06,Washington County
3.0,12.0,53.0,-26.0,3.0,1,2021-10-07,Washington County
-1.0,2.0,62.0,-26.0,4.0,1,2021-10-08,Washington County
1.0,9.0,57.0,-19.0,-1.0,1,2021-10-09,Washington County
11.0,6.0,83.0,-11.0,-1.0,1,2021-10-10,Washington County
12.0,11.0,67.0,-31.0,3.0,1,2021-10-11,Washington County
8.0,17.0,52.0,-23.0,2.0,1,2021-10-12,Washington County
6.0,13.0,42.0,-23.0,2.0,1,2021-10-13,Washington County
11.0,15.0,54.0,-23.0,0.0,1,2021-10-14,Washington County
14.0,6.0,69.0,-24.0,1.0,1,2021-10-15,Washington County
14.0,13.0,53.0,-16.0,-1.0,1,2021-10-16,Washington County
17.0,12.0,76.0,-5.0,0.0,1,2021-10-17,Washington County
12.0,11.0,50.0,-24.0,1.0,1,2021-10-18,Washington County
10.0,17.0,44.0,-20.0,1.0,1,2021-10-19,Washington County
8.0,13.0,36.0,-22.0,2.0,1,2021-10-20,Washington County
5.0,10.0,46.0,-22.0,2.0,1,2021-10-21,Washington County
7.0,3.0,54.0,-22.0,3.0,1,2021-10-22,Washington County
6.0,9.0,54.0,-14.0,-2.0,1,2021-10-23,Washington County
18.0,7.0,64.0,-3.0,0.0,1,2021-10-24,Washington County
8.0,5.0,52.0,-22.0,4.0,1,2021-10-25,Washington County
8.0,14.0,45.0,-21.0,3.0,1,2021-10-26,Washington County
6.0,12.0,35.0,-22.0,2.0,1,2021-10-27,Washington County
9.0,6.0,50.0,-21.0,2.0,1,2021-10-28,Washington County
7.0,3.0,47.0,-28.0,5.0,1,2021-10-29,Washington County
5.0,6.0,60.0,-15.0,-1.0,1,2021-10-30,Washington County
11.0,6.0,60.0,-7.0,0.0,1,2021-10-31,Washington County
16.0,13.0,49.0,-25.0,3.0,1,2021-11-01,Washington County
15.0,20.0,52.0,-32.0,4.0,1,2021-11-02,Washington County
4.0,9.0,33.0,-23.0,2.0,1,2021-11-03,Washington County
-1.0,8.0,40.0,-21.0,3.0,1,2021-11-04,Washington County
-3.0,0.0,49.0,-23.0,3.0,1,2021-11-05,Washington County
0.0,4.0,43.0,-15.0,0.0,1,2021-11-06,Washington County
9.0,14.0,47.0,-5.0,1.0,1,2021-11-07,Washington County
2.0,9.0,42.0,-22.0,2.0,1,2021-11-08,Washington County
1.0,13.0,43.0,-21.0,2.0,1,2021-11-09,Washington County
-3.0,10.0,29.0,-22.0,3.0,1,2021-11-10,Washington County
1.0,9.0,45.0,-28.0,4.0,1,2021-11-11,Washington County
1.0,5.0,43.0,-21.0,3.0,1,2021-11-12,Washington County
0.0,3.0,42.0,-18.0,1.0,1,2021-11-13,Washington County
10.0,7.0,53.0,-7.0,2.0,1,2021-11-14,Washington County
4.0,6.0,39.0,-23.0,3.0,1,2021-11-15,Washington County
10.0,16.0,45.0,-22.0,4.0,1,2021-11-16,Washington County
6.0,13.0,38.0,-25.0,2.0,1,2021-11-17,Washington County
2.0,9.0,41.0,-23.0,4.0,1,2021-11-18,Washington County
2.0,0.0,50.0,-24.0,4.0,1,2021-11-19,Washington County
3.0,9.0,66.0,-12.0,0.0,1,2021-11-20,Washington County
13.0,12.0,61.0,-3.0,1.0,1,2021-11-21,Washington County
17.0,18.0,49.0,-23.0,3.0,1,2021-11-22,Washington County
22.0,30.0,40.0,-24.0,3.0,1,2021-11-23,Washington County
34.0,49.0,31.0,-41.0,4.0,1,2021-11-24,Washington County
-72.0,-43.0,-4.0,-84.0,17.0,1,2021-11-25,Washington County
14.0,-4.0,4.0,-60.0,13.0,1,2021-11-26,Washington County
-1.0,-6.0,49.0,-25.0,2.0,1,2021-11-27,Washington County
9.0,-2.0,77.0,-8.0,3.0,1,2021-11-28,Washington County
10.0,4.0,56.0,-23.0,3.0,1,2021-11-29,Washington County
7.0,11.0,40.0,-22.0,3.0,1,2021-11-30,Washington County
9.0,17.0,33.0,-26.0,3.0,1,2021-12-01,Washington County
5.0,9.0,30.0,-23.0,2.0,1,2021-12-02,Washington County
6.0,-1.0,42.0,-23.0,4.0,1,2021-12-03,Washington County
10.0,6.0,30.0,-10.0,-1.0,1,2021-12-04,Washington County
11.0,8.0,50.0,-9.0,2.0,1,2021-12-05,Washington County
5.0,2.0,29.0,-24.0,4.0,1,2021-12-06,Washington County
9.0,20.0,35.0,-22.0,3.0,1,2021-12-07,Washington County
2.0,16.0,27.0,-23.0,4.0,1,2021-12-08,Washington County
-1.0,15.0,38.0,-20.0,4.0,1,2021-12-09,Washington County
0.0,0.0,49.0,-20.0,6.0,1,2021-12-10,Washington County
-2.0,3.0,27.0,-12.0,2.0,1,2021-12-11,Washington County
10.0,13.0,46.0,-1.0,2.0,1,2021-12-12,Washington County
5.0,12.0,33.0,-22.0,2.0,1,2021-12-13,Washington County
11.0,26.0,36.0,-22.0,3.0,1,2021-12-14,Washington County
12.0,23.0,21.0,-21.0,2.0,1,2021-12-15,Washington County
13.0,24.0,39.0,-20.0,1.0,1,2021-12-16,Washington County
11.0,13.0,52.0,-21.0,5.0,1,2021-12-17,Washington County
12.0,17.0,60.0,-14.0,1.0,1,2021-12-18,Washington County
14.0,14.0,63.0,-4.0,1.0,1,2021-12-19,Washington County
28.0,26.0,46.0,-30.0,4.0,1,2021-12-20,Washington County
31.0,37.0,46.0,-31.0,4.0,1,2021-12-21,Washington County
30.0,43.0,24.0,-36.0,4.0,1,2021-12-22,Washington County
43.0,64.0,25.0,-47.0,5.0,1,2021-12-23,Washington County
-20.0,14.0,-11.0,-68.0,14.0,1,2021-12-24,Washington County
-85.0,-81.0,-12.0,-66.0,7.0,1,2021-12-25,Washington County
12.0,1.0,34.0,-14.0,3.0,1,2021-12-26,Washington County
18.0,15.0,49.0,-45.0,8.0,1,2021-12-27,Washington County
9.0,19.0,38.0,-40.0,8.0,1,2021-12-28,Washington County
1.0,10.0,19.0,-42.0,10.0,1,2021-12-29,Washington County
9.0,19.0,25.0,-42.0,8.0,1,2021-12-30,Washington County
-8.0,5.0,8.0,-58.0,13.0,1,2021-12-31,Washington County
-25.0,-32.0,3.0,-41.0,6.0,1,2022-01-01,Washington County
1.0,22.0,42.0,-13.0,4.0,1,2022-01-02,Washington County
-21.0,-9.0,5.0,-45.0,14.0,1,2022-01-03,Washington County
-5.0,9.0,25.0,-25.0,7.0,1,2022-01-04,Washington County
-6.0,17.0,13.0,-25.0,5.0,1,2022-01-05,Washington County
-18.0,14.0,6.0,-26.0,8.0,1,2022-01-06,Washington County
-39.0,-27.0,-11.0,-41.0,17.0,1,2022-01-07,Washington County
-18.0,-1.0,-2.0,-18.0,5.0,1,2022-01-08,Washington County
-16.0,-9.0,-2.0,-9.0,6.0,1,2022-01-09,Washington County
-5.0,1.0,2.0,-25.0,6.0,1,2022-01-10,Washington County
-9.0,3.0,8.0,-24.0,5.0,1,2022-01-11,Washington County
-8.0,6.0,-3.0,-26.0,5.0,1,2022-01-12,Washington County
-10.0,12.0,8.0,-24.0,5.0,1,2022-01-13,Washington County
-10.0,6.0,6.0,-24.0,7.0,1,2022-01-14,Washington County
-10.0,19.0,0.0,-13.0,2.0,1,2022-01-15,Washington County
-57.0,-46.0,-16.0,-29.0,13.0,1,2022-01-16,Washington County
-52.0,-37.0,-8.0,-61.0,20.0,1,2022-01-17,Washington County
-17.0,3.0,5.0,-37.0,11.0,1,2022-01-18,Washington County
-12.0,7.0,13.0,-33.0,7.0,1,2022-01-19,Washington County
-17.0,0.0,6.0,-27.0,8.0,1,2022-01-20,Washington County
-19.0,-8.0,8.0,-26.0,9.0,1,2022-01-21,Washington County
-18.0,2.0,4.0,-17.0,3.0,1,2022-01-22,Washington County
-15.0,-5.0,14.0,-9.0,5.0,1,2022-01-23,Washington County
-9.0,1.0,10.0,-25.0,5.0,1,2022-01-24,Washington County
-9.0,8.0,12.0,-24.0,6.0,1,2022-01-25,Washington County
-9.0,4.0,3.0,-28.0,5.0,1,2022-01-26,Washington County
-8.0,5.0,11.0,-25.0,5.0,1,2022-01-27,Washington County
-21.0,-4.0,2.0,-25.0,9.0,1,2022-01-28,Washington County
-32.0,-18.0,-2.0,-24.0,6.0,1,2022-01-29,Washington County
-17.0,-9.0,10.0,-9.0,4.0,1,2022-01-30,Washington County
-5.0,3.0,10.0,-25.0,4.0,1,2022-01-31,Washington County
2.0,20.0,15.0,-23.0,3.0,1,2022-02-01,Washington County
-3.0,9.0,7.0,-25.0,4.0,1,2022-02-02,Washington County
-8.0,8.0,10.0,-24.0,5.0,1,2022-02-03,Washington County
-13.0,-2.0,0.0,-27.0,8.0,1,2022-02-04,Washington County
-13.0,1.0,-10.0,-18.0,2.0,1,2022-02-05,Washington County
-4.0,4.0,3.0,-6.0,3.0,1,2022-02-06,Washington County
-2.0,16.0,4.0,-24.0,3.0,1,2022-02-07,Washington County
-7.0,14.0,11.0,-21.0,3.0,1,2022-02-08,Washington County
-7.0,9.0,4.0,-23.0,3.0,1,2022-02-09,Washington County
-6.0,9.0,3.0,-21.0,3.0,1,2022-02-10,Washington County
-7.0,2.0,7.0,-23.0,4.0,1,2022-02-11,Washington County
-8.0,9.0,1.0,-13.0,1.0,1,2022-02-12,Washington County
-13.0,7.0,5.0,-6.0,3.0,1,2022-02-13,Washington County
2.0,15.0,5.0,-21.0,3.0,1,2022-02-14,Washington County
-6.0,9.0,13.0,-21.0,4.0,1,2022-02-15,Washington County
-6.0,16.0,8.0,-22.0,3.0,1,2022-02-16,Washington County
-9.0,8.0,8.0,-21.0,2.0,1,2022-02-17,Washington County
-9.0,-4.0,13.0,-22.0,5.0,1,2022-02-18,Washington County
-6.0,7.0,8.0,-16.0,1.0,1,2022-02-19,Washington County
-4.0,7.0,17.0,-6.0,2.0,1,2022-02-20,Washington County
0.0,9.0,15.0,-26.0,3.0,1,2022-02-21,Washington County
-5.0,12.0,15.0,-19.0,3.0,1,2022-02-22,Washington County
-5.0,4.0,16.0,-21.0,2.0,1,2022-02-23,Washington County
-7.0,2.0,5.0,-22.0,4.0,1,2022-02-24,Washington County
-5.0,-5.0,11.0,-26.0,5.0,1,2022-02-25,Washington County
-5.0,4.0,7.0,-14.0,0.0,1,2022-02-26,Washington County
-1.0,-1.0,19.0,1.0,2.0,1,2022-02-27,Washington County
3.0,8.0,16.0,-20.0,2.0,1,2022-02-28,Washington County
7.0,22.0,8.0,-20.0,2.0,1,2022-03-01,Washington County
0.0,10.0,9.0,-21.0,2.0,1,2022-03-02,Washington County
2.0,9.0,18.0,-21.0,1.0,1,2022-03-03,Washington County
1.0,-2.0,18.0,-20.0,3.0,1,2022-03-04,Washington County
0.0,5.0,18.0,-13.0,-2.0,1,2022-03-05,Washington County
4.0,5.0,25.0,-2.0,0.0,1,2022-03-06,Washington County
-2.0,4.0,3.0,-22.0,3.0,1,2022-03-07,Washington County
-2.0,12.0,13.0,-20.0,3.0,1,2022-03-08,Washington County
-8.0,8.0,8.0,-24.0,4.0,1,2022-03-09,Washington County
-4.0,11.0,14.0,-22.0,3.0,1,2022-03-10,Washington County
-5.0,5.0,23.0,-28.0,4.0,1,2022-03-11,Washington County
-37.0,-27.0,2.0,-19.0,7.0,1,2022-03-12,Washington County
-10.0,-1.0,27.0,0.0,3.0,1,2022-03-13,Washington County
3.0,10.0,18.0,-28.0,4.0,1,2022-03-14,Washington County
2.0,14.0,15.0,-19.0,3.0,1,2022-03-15,Washington County
-5.0,11.0,9.0,-22.0,4.0,1,2022-03-16,Washington County
-6.0,4.0,9.0,-19.0,2.0,1,2022-03-17,Washington County
-7.0,0.0,20.0,-18.0,3.0,1,2022-03-18,Washington County
-3.0,6.0,19.0,-11.0,-1.0,1,2022-03-19,Washington County
5.0,10.0,25.0,1.0,1.0,1,2022-03-20,Washington County
0.0,3.0,16.0,-19.0,2.0,1,2022-03-21,Washington County
-1.0,12.0,18.0,-17.0,2.0,1,2022-03-22,Washington County
-5.0,8.0,12.0,-21.0,4.0,1,2022-03-23,Washington County
-6.0,8.0,23.0,-18.0,2.0,1,2022-03-24,Washington County
-8.0,-3.0,14.0,-18.0,4.0,1,2022-03-25,Washington County
-11.0,7.0,13.0,-14.0,2.0,1,2022-03-26,Washington County
-2.0,4.0,18.0,-3.0,2.0,1,2022-03-27,Washington County
-6.0,5.0,17.0,-20.0,3.0,1,2022-03-28,Washington County
-6.0,9.0,19.0,-18.0,4.0,1,2022-03-29,Washington County
-3.0,10.0,5.0,-22.0,2.0,1,2022-03-30,Washington County
-3.0,5.0,11.0,-21.0,3.0,1,2022-03-31,Washington County
2.0,9.0,21.0,-21.0,3.0,1,2022-04-01,Washington County
2.0,17.0,16.0,-18.0,-2.0,1,2022-04-02,Washington County
4.0,13.0,22.0,-2.0,0.0,1,2022-04-03,Washington County
0.0,12.0,17.0,-19.0,1.0,1,2022-04-04,Washington County
-4.0,12.0,22.0,-18.0,3.0,1,2022-04-05,Washington County
-2.0,9.0,17.0,-23.0,2.0,1,2022-04-06,Washington County
-1.0,16.0,19.0,-22.0,2.0,1,2022-04-07,Washington County
-3.0,4.0,22.0,-21.0,4.0,1,2022-04-08,Washington County
-7.0,5.0,18.0,-12.0,2.0,1,2022-04-09,Washington County
9.0,14.0,30.0,0.0,0.0,1,2022-04-10,Washington County
9.0,13.0,25.0,-21.0,1.0,1,2022-04-11,Washington County
4.0,17.0,18.0,-22.0,3.0,1,2022-04-12,Washington County
1.0,11.0,9.0,-23.0,2.0,1,2022-04-13,Washington County
7.0,18.0,17.0,-22.0,1.0,1,2022-04-14,Washington County
11.0,17.0,19.0,-41.0,5.0,1,2022-04-15,Washington County
6.0,24.0,9.0,-19.0,0.0,1,2022-04-16,Washington County
-17.0,-16.0,16.0,-14.0,-1.0,1,2022-04-17,Washington County
4.0,10.0,31.0,-33.0,6.0,1,2022-04-18,Washington County
1.0,13.0,13.0,-22.0,2.0,1,2022-04-19,Washington County
0.0,12.0,12.0,-23.0,2.0,1,2022-04-20,Washington County
0.0,9.0,17.0,-22.0,2.0,1,2022-04-21,Washington County
0.0,6.0,29.0,-20.0,2.0,1,2022-04-22,Washington County
2.0,17.0,33.0,-9.0,-3.0,1,2022-04-23,Washington County
13.0,21.0,36.0,0.0,-1.0,1,2022-04-24,Washington County
5.0,13.0,28.0,-22.0,1.0,1,2022-04-25,Washington County
3.0,23.0,15.0,-20.0,3.0,1,2022-04-26,Washington County
4.0,16.0,10.0,-21.0,1.0,1,2022-04-27,Washington County
6.0,16.0,22.0,-20.0,0.0,1,2022-04-28,Washington County
7.0,11.0,22.0,-21.0,2.0,1,2022-04-29,Washington County
6.0,23.0,14.0,-12.0,-2.0,1,2022-04-30,Washington County
8.0,23.0,18.0,3.0,1.0,1,2022-05-01,Washington County
7.0,22.0,16.0,-20.0,1.0,1,2022-05-02,Washington County
8.0,27.0,21.0,-20.0,1.0,1,2022-05-03,Washington County
7.0,26.0,11.0,-23.0,1.0,1,2022-05-04,Washington County
7.0,25.0,26.0,-20.0,0.0,1,2022-05-05,Washington County
-8.0,2.0,23.0,-21.0,5.0,1,2022-05-06,Washington County
12.0,31.0,15.0,-11.0,0.0,1,2022-05-07,Washington County
25.0,23.0,30.0,2.0,-2.0,1,2022-05-08,Washington County
6.0,17.0,32.0,-22.0,1.0,1,2022-05-09,Washington County
7.0,27.0,22.0,-20.0,1.0,1,2022-05-10,Washington County
5.0,21.0,10.0,-22.0,1.0,1,2022-05-11,Washington County
7.0,22.0,15.0,-20.0,0.0,1,2022-05-12,Washington County
7.0,15.0,21.0,-22.0,2.0,1,2022-05-13,Washington County
10.0,26.0,14.0,-17.0,-2.0,1,2022-05-14,Washington County
19.0,23.0,42.0,-2.0,-1.0,1,2022-05-15,Washington County
7.0,19.0,24.0,-21.0,1.0,1,2022-05-16,Washington County
6.0,27.0,9.0,-19.0,1.0,1,2022-05-17,Washington County
3.0,20.0,18.0,-23.0,1.0,1,2022-05-18,Washington County
3.0,18.0,14.0,-23.0,1.0,1,2022-05-19,Washington County
5.0,13.0,21.0,-24.0,1.0,1,2022-05-20,Washington County
-4.0,16.0,18.0,-13.0,-2.0,1,2022-05-21,Washington County
7.0,15.0,32.0,-2.0,1.0,1,2022-05-22,Washington County
-4.0,6.0,18.0,-30.0,5.0,1,2022-05-23,Washington County
5.0,18.0,16.0,-27.0,3.0,1,2022-05-24,Washington County
2.0,16.0,11.0,-30.0,2.0,1,2022-05-25,Washington County
-1.0,12.0,12.0,-30.0,4.0,1,2022-05-26,Washington County
6.0,14.0,28.0,-31.0,5.0,1,2022-05-27,Washington County
6.0,22.0,11.0,-18.0,-2.0,1,2022-05-28,Washington County
16.0,24.0,12.0,-6.0,-2.0,1,2022-05-29,Washington County
5.0,11.0,22.0,-66.0,10.0,1,2022-05-30,Washington County
10.0,29.0,9.0,-28.0,2.0,1,2022-05-31,Washington County
11.0,24.0,22.0,-30.0,2.0,1,2022-06-01,Washington County
3.0,17.0,28.0,-29.0,3.0,1,2022-06-02,Washington County
4.0,9.0,33.0,-28.0,2.0,1,2022-06-03,Washington County
-2.0,10.0,28.0,-12.0,-4.0,1,2022-06-04,Washington County
8.0,13.0,41.0,1.0,-1.0,1,2022-06-05,Washington County
7.0,15.0,35.0,-29.0,1.0,1,2022-06-06,Washington County
6.0,21.0,29.0,-28.0,3.0,1,2022-06-07,Washington County
1.0,17.0,19.0,-30.0,3.0,1,2022-06-08,Washington County
2.0,14.0,25.0,-29.0,2.0,1,2022-06-09,Washington County
1.0,6.0,26.0,-31.0,3.0,1,2022-06-10,Washington County
1.0,17.0,38.0,-14.0,-3.0,1,2022-06-11,Washington County
8.0,16.0,34.0,-4.0,-1.0,1,2022-06-12,Washington County
5.0,14.0,29.0,-29.0,2.0,1,2022-06-13,Washington County
5.0,19.0,23.0,-30.0,3.0,1,2022-06-14,Washington County
4.0,13.0,18.0,-32.0,3.0,1,2022-06-15,Washington County
2.0,21.0,21.0,-31.0,2.0,1,2022-06-16,Washington County
3.0,9.0,38.0,-33.0,3.0,1,2022-06-17,Washington County
5.0,16.0,32.0,-18.0,-5.0,1,2022-06-18,Washington County
15.0,23.0,33.0,-4.0,-3.0,1,2022-06-19,Washington County
10.0,14.0,29.0,-36.0,3.0,1,2022-06-20,Washington County
3.0,21.0,23.0,-30.0,2.0,1,2022-06-21,Washington County
-4.0,15.0,19.0,-31.0,3.0,1,2022-06-22,Washington County
3.0,14.0,32.0,-30.0,2.0,1,2022-06-23,Washington County
-1.0,6.0,33.0,-32.0,4.0,1,2022-06-24,Washington County
-7.0,10.0,41.0,-15.0,-2.0,1,2022-06-25,Washington County
