retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,metro_label,date,sub_region_2
-30.0,-21.0,-28.0,-43.0,16.0,1,2021-01-13,Albemarle County
-29.0,-19.0,-30.0,-45.0,15.0,1,2021-01-14,Albemarle County
-32.0,-24.0,-28.0,-42.0,17.0,1,2021-01-15,Albemarle County
-33.0,-15.0,-16.0,-19.0,9.0,1,2021-01-16,Albemarle County
-32.0,-29.0,-31.0,-29.0,8.0,1,2021-01-17,Albemarle County
-26.0,-17.0,-39.0,-57.0,18.0,1,2021-01-18,Albemarle County
-31.0,-16.0,-26.0,-45.0,15.0,1,2021-01-19,Albemarle County
-33.0,-22.0,-35.0,-46.0,17.0,1,2021-01-20,Albemarle County
-32.0,-18.0,-40.0,-44.0,16.0,1,2021-01-21,Albemarle County
-29.0,-20.0,-32.0,-41.0,16.0,1,2021-01-22,Albemarle County
-33.0,-18.0,-22.0,-20.0,8.0,1,2021-01-23,Albemarle County
-36.0,-29.0,-30.0,-29.0,9.0,1,2021-01-24,Albemarle County
-36.0,-26.0,-48.0,-46.0,17.0,1,2021-01-25,Albemarle County
-31.0,-19.0,-31.0,-45.0,16.0,1,2021-01-26,Albemarle County
-28.0,-18.0,-35.0,-45.0,16.0,1,2021-01-27,Albemarle County
-31.0,-20.0,-38.0,-47.0,17.0,1,2021-01-28,Albemarle County
-23.0,-14.0,-33.0,-41.0,16.0,1,2021-01-29,Albemarle County
-20.0,16.0,-10.0,-12.0,6.0,1,2021-01-30,Albemarle County
-77.0,-68.0,-55.0,-58.0,19.0,1,2021-01-31,Albemarle County
-44.0,-34.0,-47.0,-58.0,23.0,1,2021-02-01,Albemarle County
-31.0,-20.0,-36.0,-43.0,16.0,1,2021-02-02,Albemarle County
-26.0,-18.0,-30.0,-45.0,16.0,1,2021-02-03,Albemarle County
-26.0,-12.0,-26.0,-42.0,15.0,1,2021-02-04,Albemarle County
-24.0,-16.0,-29.0,-39.0,15.0,1,2021-02-05,Albemarle County
-24.0,4.0,-8.0,-11.0,5.0,1,2021-02-06,Albemarle County
-53.0,-42.0,-50.0,-36.0,13.0,1,2021-02-07,Albemarle County
-30.0,-23.0,-30.0,-44.0,15.0,1,2021-02-08,Albemarle County
-25.0,-7.0,-22.0,-40.0,14.0,1,2021-02-09,Albemarle County
-24.0,-3.0,-30.0,-42.0,15.0,1,2021-02-10,Albemarle County
-39.0,-23.0,-35.0,-45.0,19.0,1,2021-02-11,Albemarle County
-48.0,-35.0,-46.0,-60.0,28.0,1,2021-02-12,Albemarle County
-57.0,-37.0,-36.0,-38.0,17.0,1,2021-02-13,Albemarle County
-23.0,-21.0,-21.0,-25.0,10.0,1,2021-02-14,Albemarle County
-25.0,-16.0,-34.0,-48.0,17.0,1,2021-02-15,Albemarle County
-23.0,-4.0,-28.0,-41.0,14.0,1,2021-02-16,Albemarle County
-13.0,21.0,-36.0,-41.0,12.0,1,2021-02-17,Albemarle County
-82.0,-66.0,-67.0,-80.0,37.0,1,2021-02-18,Albemarle County
-37.0,-29.0,-40.0,-49.0,23.0,1,2021-02-19,Albemarle County
-29.0,-13.0,-8.0,-16.0,9.0,1,2021-02-20,Albemarle County
-29.0,-24.0,-31.0,-21.0,9.0,1,2021-02-21,Albemarle County
-34.0,-24.0,-33.0,-44.0,17.0,1,2021-02-22,Albemarle County
-25.0,-11.0,-18.0,-40.0,13.0,1,2021-02-23,Albemarle County
-24.0,-12.0,-24.0,-40.0,13.0,1,2021-02-24,Albemarle County
-25.0,-11.0,-19.0,-41.0,13.0,1,2021-02-25,Albemarle County
-26.0,-17.0,-22.0,-41.0,15.0,1,2021-02-26,Albemarle County
-26.0,-10.0,-6.0,-15.0,7.0,1,2021-02-27,Albemarle County
-33.0,-28.0,-19.0,-21.0,9.0,1,2021-02-28,Albemarle County
-26.0,-12.0,-28.0,-42.0,15.0,1,2021-03-01,Albemarle County
-25.0,-9.0,-17.0,-41.0,13.0,1,2021-03-02,Albemarle County
-23.0,-12.0,-21.0,-41.0,13.0,1,2021-03-03,Albemarle County
-25.0,-8.0,-17.0,-41.0,13.0,1,2021-03-04,Albemarle County
-22.0,-15.0,-16.0,-39.0,13.0,1,2021-03-05,Albemarle County
-23.0,-6.0,-4.0,-15.0,4.0,1,2021-03-06,Albemarle County
-25.0,-19.0,-10.0,-22.0,6.0,1,2021-03-07,Albemarle County
-25.0,-11.0,-30.0,-42.0,13.0,1,2021-03-08,Albemarle County
-23.0,-7.0,-24.0,-40.0,12.0,1,2021-03-09,Albemarle County
-25.0,-13.0,-14.0,-40.0,12.0,1,2021-03-10,Albemarle County
-24.0,-9.0,-15.0,-42.0,12.0,1,2021-03-11,Albemarle County
-22.0,-12.0,-15.0,-41.0,13.0,1,2021-03-12,Albemarle County
-23.0,-6.0,17.0,-16.0,4.0,1,2021-03-13,Albemarle County
-22.0,-20.0,-4.0,-21.0,5.0,1,2021-03-14,Albemarle County
-22.0,-9.0,-21.0,-42.0,12.0,1,2021-03-15,Albemarle County
-21.0,-9.0,-6.0,-40.0,13.0,1,2021-03-16,Albemarle County
-16.0,-5.0,-15.0,-39.0,12.0,1,2021-03-17,Albemarle County
-23.0,-10.0,-20.0,-42.0,15.0,1,2021-03-18,Albemarle County
-19.0,-14.0,-6.0,-40.0,14.0,1,2021-03-19,Albemarle County
-19.0,-9.0,25.0,-13.0,3.0,1,2021-03-20,Albemarle County
-17.0,-16.0,-5.0,-23.0,5.0,1,2021-03-21,Albemarle County
-20.0,-11.0,-17.0,-39.0,11.0,1,2021-03-22,Albemarle County
-20.0,-8.0,-19.0,-39.0,11.0,1,2021-03-23,Albemarle County
-21.0,-9.0,-30.0,-40.0,13.0,1,2021-03-24,Albemarle County
-20.0,-6.0,-20.0,-41.0,12.0,1,2021-03-25,Albemarle County
-17.0,-10.0,-22.0,-40.0,11.0,1,2021-03-26,Albemarle County
-22.0,-7.0,-5.0,-16.0,2.0,1,2021-03-27,Albemarle County
-23.0,-20.0,-26.0,-25.0,6.0,1,2021-03-28,Albemarle County
-18.0,-5.0,-25.0,-39.0,10.0,1,2021-03-29,Albemarle County
-16.0,-3.0,-16.0,-37.0,9.0,1,2021-03-30,Albemarle County
-18.0,-10.0,-19.0,-40.0,14.0,1,2021-03-31,Albemarle County
-12.0,5.0,-13.0,-39.0,11.0,1,2021-04-01,Albemarle County
-11.0,-4.0,2.0,-41.0,12.0,1,2021-04-02,Albemarle County
-20.0,6.0,1.0,-12.0,2.0,1,2021-04-03,Albemarle County
-41.0,-27.0,-20.0,-29.0,3.0,1,2021-04-04,Albemarle County
-13.0,-6.0,-15.0,-47.0,10.0,1,2021-04-05,Albemarle County
-16.0,-6.0,-9.0,-45.0,11.0,1,2021-04-06,Albemarle County
-13.0,-5.0,-5.0,-46.0,10.0,1,2021-04-07,Albemarle County
-15.0,-2.0,-6.0,-45.0,10.0,1,2021-04-08,Albemarle County
-18.0,-14.0,-9.0,-43.0,13.0,1,2021-04-09,Albemarle County
-22.0,-12.0,7.0,-18.0,3.0,1,2021-04-10,Albemarle County
-19.0,-16.0,-10.0,-23.0,3.0,1,2021-04-11,Albemarle County
-17.0,-5.0,-11.0,-38.0,11.0,1,2021-04-12,Albemarle County
-18.0,-4.0,-14.0,-37.0,10.0,1,2021-04-13,Albemarle County
-18.0,-6.0,-8.0,-37.0,11.0,1,2021-04-14,Albemarle County
-15.0,-2.0,18.0,-39.0,11.0,1,2021-04-15,Albemarle County
-15.0,-8.0,24.0,-39.0,11.0,1,2021-04-16,Albemarle County
-20.0,-6.0,12.0,-14.0,2.0,1,2021-04-17,Albemarle County
-20.0,-16.0,-7.0,-23.0,4.0,1,2021-04-18,Albemarle County
-19.0,-4.0,-17.0,-39.0,12.0,1,2021-04-19,Albemarle County
-14.0,1.0,25.0,-36.0,9.0,1,2021-04-20,Albemarle County
-19.0,-4.0,8.0,-38.0,11.0,1,2021-04-21,Albemarle County
-17.0,1.0,0.0,-38.0,11.0,1,2021-04-22,Albemarle County
-20.0,-9.0,2.0,-37.0,11.0,1,2021-04-23,Albemarle County
-23.0,-5.0,8.0,-17.0,4.0,1,2021-04-24,Albemarle County
-18.0,-13.0,-4.0,-24.0,4.0,1,2021-04-25,Albemarle County
-19.0,-1.0,-12.0,-37.0,10.0,1,2021-04-26,Albemarle County
-19.0,3.0,15.0,-37.0,10.0,1,2021-04-27,Albemarle County
-18.0,-1.0,9.0,-38.0,10.0,1,2021-04-28,Albemarle County
-17.0,4.0,14.0,-37.0,10.0,1,2021-04-29,Albemarle County
-17.0,-5.0,3.0,-36.0,10.0,1,2021-04-30,Albemarle County
-22.0,-2.0,31.0,-16.0,0.0,1,2021-05-01,Albemarle County
-19.0,-12.0,-1.0,-22.0,3.0,1,2021-05-02,Albemarle County
-21.0,-1.0,-7.0,-39.0,12.0,1,2021-05-03,Albemarle County
-18.0,0.0,10.0,-36.0,10.0,1,2021-05-04,Albemarle County
-16.0,1.0,14.0,-36.0,9.0,1,2021-05-05,Albemarle County
-17.0,5.0,23.0,-38.0,9.0,1,2021-05-06,Albemarle County
-17.0,0.0,5.0,-38.0,11.0,1,2021-05-07,Albemarle County
-18.0,8.0,42.0,-14.0,0.0,1,2021-05-08,Albemarle County
-11.0,-5.0,13.0,-23.0,0.0,1,2021-05-09,Albemarle County
-19.0,3.0,-8.0,-39.0,10.0,1,2021-05-10,Albemarle County
-18.0,13.0,22.0,-37.0,9.0,1,2021-05-11,Albemarle County
-23.0,1.0,5.0,-40.0,11.0,1,2021-05-12,Albemarle County
-19.0,4.0,13.0,-40.0,10.0,1,2021-05-13,Albemarle County
-21.0,-8.0,1.0,-39.0,10.0,1,2021-05-14,Albemarle County
-24.0,-3.0,24.0,-16.0,0.0,1,2021-05-15,Albemarle County
-20.0,-12.0,4.0,-24.0,5.0,1,2021-05-16,Albemarle County
-18.0,0.0,0.0,-38.0,10.0,1,2021-05-17,Albemarle County
-17.0,6.0,13.0,-36.0,9.0,1,2021-05-18,Albemarle County
-16.0,2.0,1.0,-36.0,9.0,1,2021-05-19,Albemarle County
-14.0,7.0,7.0,-37.0,8.0,1,2021-05-20,Albemarle County
-14.0,-1.0,-3.0,-37.0,8.0,1,2021-05-21,Albemarle County
-20.0,-4.0,13.0,-14.0,0.0,1,2021-05-22,Albemarle County
-18.0,-11.0,3.0,-21.0,2.0,1,2021-05-23,Albemarle County
-20.0,-3.0,-12.0,-38.0,10.0,1,2021-05-24,Albemarle County
-17.0,4.0,-10.0,-35.0,8.0,1,2021-05-25,Albemarle County
-17.0,2.0,-12.0,-37.0,9.0,1,2021-05-26,Albemarle County
-14.0,7.0,-9.0,-37.0,8.0,1,2021-05-27,Albemarle County
-17.0,-1.0,-9.0,-39.0,9.0,1,2021-05-28,Albemarle County
-24.0,-5.0,-4.0,-25.0,3.0,1,2021-05-29,Albemarle County
-13.0,-11.0,-15.0,-32.0,2.0,1,2021-05-30,Albemarle County
-28.0,-6.0,-21.0,-74.0,15.0,1,2021-05-31,Albemarle County
-15.0,8.0,-9.0,-35.0,7.0,1,2021-06-01,Albemarle County
-16.0,3.0,-6.0,-34.0,9.0,1,2021-06-02,Albemarle County
-16.0,7.0,-16.0,-38.0,10.0,1,2021-06-03,Albemarle County
-14.0,-2.0,-7.0,-35.0,9.0,1,2021-06-04,Albemarle County
-22.0,0.0,15.0,-20.0,0.0,1,2021-06-05,Albemarle County
-17.0,-11.0,2.0,-30.0,2.0,1,2021-06-06,Albemarle County
-17.0,2.0,-15.0,-37.0,9.0,1,2021-06-07,Albemarle County
-15.0,7.0,-6.0,-35.0,9.0,1,2021-06-08,Albemarle County
-17.0,2.0,-1.0,-35.0,10.0,1,2021-06-09,Albemarle County
-15.0,9.0,-7.0,-37.0,9.0,1,2021-06-10,Albemarle County
-18.0,-4.0,-3.0,-37.0,10.0,1,2021-06-11,Albemarle County
-21.0,-2.0,24.0,-18.0,0.0,1,2021-06-12,Albemarle County
-21.0,-17.0,4.0,-27.0,2.0,1,2021-06-13,Albemarle County
-15.0,3.0,-13.0,-37.0,8.0,1,2021-06-14,Albemarle County
-12.0,9.0,-4.0,-34.0,8.0,1,2021-06-15,Albemarle County
-14.0,7.0,-7.0,-36.0,7.0,1,2021-06-16,Albemarle County
-14.0,10.0,-6.0,-41.0,8.0,1,2021-06-17,Albemarle County
-14.0,-2.0,2.0,-42.0,7.0,1,2021-06-18,Albemarle County
-24.0,3.0,14.0,-18.0,-1.0,1,2021-06-19,Albemarle County
-14.0,-11.0,11.0,-29.0,0.0,1,2021-06-20,Albemarle County
-16.0,0.0,-6.0,-41.0,9.0,1,2021-06-21,Albemarle County
-17.0,4.0,-5.0,-39.0,10.0,1,2021-06-22,Albemarle County
-14.0,1.0,0.0,-38.0,7.0,1,2021-06-23,Albemarle County
-16.0,6.0,-5.0,-40.0,7.0,1,2021-06-24,Albemarle County
-18.0,-2.0,6.0,-37.0,7.0,1,2021-06-25,Albemarle County
-25.0,-3.0,10.0,-16.0,-1.0,1,2021-06-26,Albemarle County
-19.0,-13.0,7.0,-29.0,1.0,1,2021-06-27,Albemarle County
-17.0,5.0,-2.0,-40.0,7.0,1,2021-06-28,Albemarle County
-18.0,4.0,-2.0,-40.0,7.0,1,2021-06-29,Albemarle County
-15.0,7.0,-8.0,-39.0,8.0,1,2021-06-30,Albemarle County
-15.0,11.0,1.0,-41.0,9.0,1,2021-07-01,Albemarle County
-14.0,4.0,3.0,-39.0,8.0,1,2021-07-02,Albemarle County
-23.0,7.0,24.0,-19.0,-2.0,1,2021-07-03,Albemarle County
-31.0,-9.0,-10.0,-34.0,-1.0,1,2021-07-04,Albemarle County
-19.0,-3.0,-9.0,-69.0,13.0,1,2021-07-05,Albemarle County
-16.0,7.0,2.0,-38.0,8.0,1,2021-07-06,Albemarle County
-17.0,3.0,-3.0,-37.0,8.0,1,2021-07-07,Albemarle County
-16.0,5.0,-3.0,-40.0,9.0,1,2021-07-08,Albemarle County
-16.0,-3.0,2.0,-36.0,8.0,1,2021-07-09,Albemarle County
-22.0,-4.0,17.0,-14.0,-1.0,1,2021-07-10,Albemarle County
-18.0,-13.0,5.0,-25.0,1.0,1,2021-07-11,Albemarle County
-14.0,4.0,-11.0,-38.0,8.0,1,2021-07-12,Albemarle County
-15.0,9.0,-2.0,-38.0,7.0,1,2021-07-13,Albemarle County
-14.0,3.0,-5.0,-36.0,8.0,1,2021-07-14,Albemarle County
-13.0,7.0,-2.0,-40.0,8.0,1,2021-07-15,Albemarle County
-13.0,-2.0,-1.0,-36.0,7.0,1,2021-07-16,Albemarle County
-23.0,0.0,5.0,-19.0,0.0,1,2021-07-17,Albemarle County
-16.0,-12.0,15.0,-25.0,1.0,1,2021-07-18,Albemarle County
-16.0,2.0,-2.0,-38.0,8.0,1,2021-07-19,Albemarle County
-14.0,7.0,-3.0,-37.0,7.0,1,2021-07-20,Albemarle County
-15.0,4.0,-4.0,-37.0,8.0,1,2021-07-21,Albemarle County
-13.0,10.0,-8.0,-39.0,7.0,1,2021-07-22,Albemarle County
-16.0,-1.0,2.0,-37.0,7.0,1,2021-07-23,Albemarle County
-25.0,-2.0,19.0,-18.0,-1.0,1,2021-07-24,Albemarle County
-16.0,-10.0,4.0,-25.0,2.0,1,2021-07-25,Albemarle County
-15.0,3.0,-12.0,-39.0,8.0,1,2021-07-26,Albemarle County
-15.0,7.0,2.0,-37.0,8.0,1,2021-07-27,Albemarle County
-15.0,5.0,-11.0,-37.0,7.0,1,2021-07-28,Albemarle County
-16.0,8.0,-6.0,-40.0,7.0,1,2021-07-29,Albemarle County
-16.0,0.0,1.0,-36.0,7.0,1,2021-07-30,Albemarle County
-22.0,3.0,15.0,-17.0,-1.0,1,2021-07-31,Albemarle County
-16.0,-5.0,9.0,-25.0,1.0,1,2021-08-01,Albemarle County
-15.0,5.0,-15.0,-39.0,7.0,1,2021-08-02,Albemarle County
-13.0,14.0,5.0,-39.0,7.0,1,2021-08-03,Albemarle County
-13.0,10.0,-4.0,-37.0,7.0,1,2021-08-04,Albemarle County
-15.0,13.0,-10.0,-40.0,8.0,1,2021-08-05,Albemarle County
-16.0,-1.0,-6.0,-37.0,7.0,1,2021-08-06,Albemarle County
-21.0,3.0,17.0,-20.0,1.0,1,2021-08-07,Albemarle County
-16.0,-9.0,10.0,-29.0,1.0,1,2021-08-08,Albemarle County
-14.0,8.0,-16.0,-40.0,7.0,1,2021-08-09,Albemarle County
-16.0,6.0,-9.0,-40.0,9.0,1,2021-08-10,Albemarle County
-19.0,1.0,-8.0,-39.0,9.0,1,2021-08-11,Albemarle County
-16.0,9.0,-8.0,-41.0,9.0,1,2021-08-12,Albemarle County
-17.0,-3.0,-10.0,-39.0,9.0,1,2021-08-13,Albemarle County
-20.0,2.0,5.0,-18.0,0.0,1,2021-08-14,Albemarle County
-14.0,-8.0,11.0,-28.0,1.0,1,2021-08-15,Albemarle County
-13.0,7.0,-14.0,-41.0,9.0,1,2021-08-16,Albemarle County
-14.0,10.0,0.0,-38.0,8.0,1,2021-08-17,Albemarle County
-13.0,2.0,-14.0,-37.0,8.0,1,2021-08-18,Albemarle County
-11.0,10.0,-12.0,-38.0,7.0,1,2021-08-19,Albemarle County
-11.0,0.0,-8.0,-35.0,8.0,1,2021-08-20,Albemarle County
-18.0,4.0,7.0,-18.0,0.0,1,2021-08-21,Albemarle County
-9.0,0.0,9.0,-25.0,2.0,1,2021-08-22,Albemarle County
-13.0,6.0,-15.0,-37.0,7.0,1,2021-08-23,Albemarle County
-13.0,14.0,-3.0,-36.0,6.0,1,2021-08-24,Albemarle County
-15.0,7.0,-5.0,-34.0,7.0,1,2021-08-25,Albemarle County
-14.0,10.0,-9.0,-38.0,7.0,1,2021-08-26,Albemarle County
-13.0,0.0,-4.0,-33.0,6.0,1,2021-08-27,Albemarle County
-20.0,2.0,0.0,-18.0,1.0,1,2021-08-28,Albemarle County
-15.0,-7.0,3.0,-26.0,3.0,1,2021-08-29,Albemarle County
-18.0,4.0,-9.0,-34.0,9.0,1,2021-08-30,Albemarle County
-14.0,11.0,-7.0,-35.0,7.0,1,2021-08-31,Albemarle County
-23.0,-3.0,-20.0,-36.0,11.0,1,2021-09-01,Albemarle County
-11.0,10.0,7.0,-36.0,6.0,1,2021-09-02,Albemarle County
-11.0,3.0,8.0,-33.0,6.0,1,2021-09-03,Albemarle County
-15.0,5.0,15.0,-18.0,-1.0,1,2021-09-04,Albemarle County
-7.0,-6.0,-6.0,-30.0,2.0,1,2021-09-05,Albemarle County
-20.0,-1.0,-20.0,-72.0,16.0,1,2021-09-06,Albemarle County
-15.0,10.0,3.0,-34.0,7.0,1,2021-09-07,Albemarle County
-15.0,3.0,3.0,-32.0,7.0,1,2021-09-08,Albemarle County
-14.0,7.0,-1.0,-34.0,7.0,1,2021-09-09,Albemarle County
-16.0,0.0,0.0,-29.0,6.0,1,2021-09-10,Albemarle County
-20.0,1.0,13.0,-21.0,0.0,1,2021-09-11,Albemarle County
-15.0,-9.0,11.0,-26.0,3.0,1,2021-09-12,Albemarle County
-18.0,0.0,-8.0,-33.0,8.0,1,2021-09-13,Albemarle County
-14.0,5.0,-5.0,-32.0,7.0,1,2021-09-14,Albemarle County
-15.0,1.0,-3.0,-30.0,7.0,1,2021-09-15,Albemarle County
-14.0,8.0,-6.0,-34.0,7.0,1,2021-09-16,Albemarle County
-15.0,-2.0,-4.0,-31.0,7.0,1,2021-09-17,Albemarle County
-18.0,1.0,7.0,-21.0,0.0,1,2021-09-18,Albemarle County
-14.0,-6.0,4.0,-26.0,2.0,1,2021-09-19,Albemarle County
-16.0,6.0,-14.0,-32.0,8.0,1,2021-09-20,Albemarle County
-16.0,8.0,-5.0,-30.0,7.0,1,2021-09-21,Albemarle County
-21.0,-4.0,-16.0,-36.0,13.0,1,2021-09-22,Albemarle County
-14.0,10.0,-5.0,-31.0,7.0,1,2021-09-23,Albemarle County
-13.0,-3.0,-5.0,-27.0,5.0,1,2021-09-24,Albemarle County
-19.0,-1.0,7.0,-15.0,0.0,1,2021-09-25,Albemarle County
-12.0,-6.0,1.0,-22.0,2.0,1,2021-09-26,Albemarle County
-14.0,7.0,-8.0,-35.0,8.0,1,2021-09-27,Albemarle County
-16.0,5.0,-1.0,-28.0,6.0,1,2021-09-28,Albemarle County
-14.0,6.0,-12.0,-26.0,6.0,1,2021-09-29,Albemarle County
-14.0,10.0,-7.0,-28.0,6.0,1,2021-09-30,Albemarle County
-12.0,3.0,-9.0,-25.0,5.0,1,2021-10-01,Albemarle County
-17.0,4.0,6.0,-18.0,-1.0,1,2021-10-02,Albemarle County
-12.0,-5.0,-9.0,-24.0,1.0,1,2021-10-03,Albemarle County
-15.0,10.0,-17.0,-28.0,7.0,1,2021-10-04,Albemarle County
-14.0,8.0,-5.0,-26.0,7.0,1,2021-10-05,Albemarle County
-16.0,3.0,-19.0,-27.0,9.0,1,2021-10-06,Albemarle County
-13.0,10.0,-8.0,-27.0,7.0,1,2021-10-07,Albemarle County
-13.0,-2.0,-14.0,-26.0,6.0,1,2021-10-08,Albemarle County
-17.0,2.0,10.0,-20.0,1.0,1,2021-10-09,Albemarle County
-11.0,-8.0,7.0,-30.0,3.0,1,2021-10-10,Albemarle County
-12.0,7.0,-11.0,-34.0,8.0,1,2021-10-11,Albemarle County
-13.0,7.0,-6.0,-29.0,6.0,1,2021-10-12,Albemarle County
-14.0,1.0,-2.0,-25.0,7.0,1,2021-10-13,Albemarle County
-13.0,8.0,-5.0,-26.0,6.0,1,2021-10-14,Albemarle County
-12.0,-2.0,-1.0,-25.0,6.0,1,2021-10-15,Albemarle County
-14.0,4.0,19.0,-16.0,0.0,1,2021-10-16,Albemarle County
-7.0,-2.0,12.0,-26.0,2.0,1,2021-10-17,Albemarle County
-12.0,7.0,-10.0,-26.0,7.0,1,2021-10-18,Albemarle County
-13.0,7.0,-1.0,-25.0,6.0,1,2021-10-19,Albemarle County
-13.0,6.0,-6.0,-23.0,6.0,1,2021-10-20,Albemarle County
-11.0,10.0,-5.0,-25.0,6.0,1,2021-10-21,Albemarle County
-11.0,2.0,-7.0,-23.0,6.0,1,2021-10-22,Albemarle County
-10.0,5.0,9.0,-14.0,-1.0,1,2021-10-23,Albemarle County
-6.0,-5.0,13.0,-24.0,2.0,1,2021-10-24,Albemarle County
-14.0,5.0,-13.0,-25.0,8.0,1,2021-10-25,Albemarle County
-12.0,11.0,-4.0,-23.0,6.0,1,2021-10-26,Albemarle County
-11.0,6.0,-6.0,-22.0,6.0,1,2021-10-27,Albemarle County
-10.0,12.0,-3.0,-24.0,6.0,1,2021-10-28,Albemarle County
-15.0,-5.0,-15.0,-32.0,10.0,1,2021-10-29,Albemarle County
-15.0,5.0,8.0,-14.0,1.0,1,2021-10-30,Albemarle County
-13.0,-4.0,-6.0,-23.0,2.0,1,2021-10-31,Albemarle County
-12.0,8.0,-13.0,-32.0,8.0,1,2021-11-01,Albemarle County
-10.0,12.0,-19.0,-36.0,10.0,1,2021-11-02,Albemarle County
-13.0,3.0,-13.0,-22.0,7.0,1,2021-11-03,Albemarle County
-12.0,8.0,-20.0,-25.0,7.0,1,2021-11-04,Albemarle County
-10.0,0.0,-22.0,-23.0,7.0,1,2021-11-05,Albemarle County
-11.0,2.0,-4.0,-15.0,1.0,1,2021-11-06,Albemarle County
-9.0,-5.0,-20.0,-26.0,3.0,1,2021-11-07,Albemarle County
-15.0,5.0,-23.0,-23.0,7.0,1,2021-11-08,Albemarle County
-14.0,8.0,-16.0,-23.0,7.0,1,2021-11-09,Albemarle County
-13.0,3.0,-17.0,-24.0,7.0,1,2021-11-10,Albemarle County
-7.0,10.0,-9.0,-29.0,8.0,1,2021-11-11,Albemarle County
-8.0,1.0,-17.0,-23.0,7.0,1,2021-11-12,Albemarle County
-11.0,7.0,0.0,-14.0,1.0,1,2021-11-13,Albemarle County
-10.0,-8.0,-21.0,-24.0,3.0,1,2021-11-14,Albemarle County
-14.0,5.0,-20.0,-23.0,8.0,1,2021-11-15,Albemarle County
-14.0,9.0,-18.0,-22.0,7.0,1,2021-11-16,Albemarle County
-12.0,6.0,-12.0,-21.0,6.0,1,2021-11-17,Albemarle County
-11.0,8.0,-7.0,-24.0,7.0,1,2021-11-18,Albemarle County
-12.0,3.0,-12.0,-20.0,8.0,1,2021-11-19,Albemarle County
-15.0,6.0,3.0,-16.0,2.0,1,2021-11-20,Albemarle County
-13.0,-6.0,-7.0,-26.0,4.0,1,2021-11-21,Albemarle County
-7.0,17.0,-13.0,-27.0,8.0,1,2021-11-22,Albemarle County
-4.0,31.0,4.0,-30.0,6.0,1,2021-11-23,Albemarle County
0.0,42.0,10.0,-49.0,8.0,1,2021-11-24,Albemarle County
-77.0,-38.0,-44.0,-88.0,19.0,1,2021-11-25,Albemarle County
-24.0,-15.0,-30.0,-67.0,16.0,1,2021-11-26,Albemarle County
-25.0,-5.0,20.0,-22.0,1.0,1,2021-11-27,Albemarle County
-18.0,-10.0,24.0,-27.0,3.0,1,2021-11-28,Albemarle County
-15.0,7.0,-17.0,-24.0,7.0,1,2021-11-29,Albemarle County
-15.0,11.0,-11.0,-23.0,8.0,1,2021-11-30,Albemarle County
-13.0,6.0,-13.0,-21.0,7.0,1,2021-12-01,Albemarle County
-14.0,7.0,-20.0,-25.0,7.0,1,2021-12-02,Albemarle County
-13.0,0.0,-16.0,-21.0,7.0,1,2021-12-03,Albemarle County
-17.0,4.0,-14.0,-14.0,2.0,1,2021-12-04,Albemarle County
-16.0,-9.0,-16.0,-19.0,4.0,1,2021-12-05,Albemarle County
-14.0,6.0,-26.0,-24.0,7.0,1,2021-12-06,Albemarle County
-13.0,13.0,-17.0,-22.0,7.0,1,2021-12-07,Albemarle County
-16.0,6.0,-23.0,-25.0,9.0,1,2021-12-08,Albemarle County
-14.0,9.0,-17.0,-26.0,8.0,1,2021-12-09,Albemarle County
-14.0,1.0,-23.0,-20.0,8.0,1,2021-12-10,Albemarle County
-19.0,5.0,-10.0,-9.0,3.0,1,2021-12-11,Albemarle County
-16.0,-7.0,-12.0,-23.0,3.0,1,2021-12-12,Albemarle County
-14.0,8.0,-24.0,-25.0,8.0,1,2021-12-13,Albemarle County
-13.0,11.0,-15.0,-23.0,7.0,1,2021-12-14,Albemarle County
-10.0,9.0,-24.0,-23.0,7.0,1,2021-12-15,Albemarle County
-5.0,21.0,-17.0,-26.0,6.0,1,2021-12-16,Albemarle County
-12.0,1.0,-21.0,-23.0,7.0,1,2021-12-17,Albemarle County
-16.0,10.0,-1.0,-17.0,1.0,1,2021-12-18,Albemarle County
-14.0,-6.0,-13.0,-27.0,4.0,1,2021-12-19,Albemarle County
-5.0,20.0,-20.0,-40.0,10.0,1,2021-12-20,Albemarle County
-4.0,24.0,-3.0,-41.0,10.0,1,2021-12-21,Albemarle County
0.0,29.0,-7.0,-43.0,9.0,1,2021-12-22,Albemarle County
6.0,48.0,-7.0,-53.0,10.0,1,2021-12-23,Albemarle County
-30.0,12.0,-38.0,-72.0,18.0,1,2021-12-24,Albemarle County
-90.0,-73.0,-45.0,-73.0,9.0,1,2021-12-25,Albemarle County
-27.0,-21.0,-17.0,-38.0,2.0,1,2021-12-26,Albemarle County
-16.0,2.0,-20.0,-57.0,14.0,1,2021-12-27,Albemarle County
-16.0,5.0,-11.0,-53.0,13.0,1,2021-12-28,Albemarle County
-15.0,4.0,-16.0,-52.0,14.0,1,2021-12-29,Albemarle County
-12.0,18.0,-23.0,-53.0,14.0,1,2021-12-30,Albemarle County
-26.0,2.0,-38.0,-66.0,20.0,1,2021-12-31,Albemarle County
-54.0,-37.0,-30.0,-47.0,11.0,1,2022-01-01,Albemarle County
